"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"JKDPDCFA_00043",45.6746324937026,0.214023932931946,0.404655986518037,0.528903414412743,0.596872453273683,0.774388632943164
"JKDPDCFA_00044",72.7029091610504,0.562143897879251,0.311255901533758,1.80605056838828,0.0709104410769587,0.190310551400541
"JKDPDCFA_00046",592.534458820013,0.523959143566123,0.261324835267562,2.00501090158407,0.0449618816025818,0.133492876844707
"JKDPDCFA_00047",79.4055020350153,-0.23700660488817,0.301837850176538,-0.785211678222431,0.432329469505046,0.640943156684805
"JKDPDCFA_00048",459.527489085946,-0.186163972421679,0.202495018153504,-0.919350876477144,0.357912074682031,0.574962829134414
"JKDPDCFA_00049",138.491633405842,-0.36588793151815,0.243522403823401,-1.5024816024052,0.132972775780806,0.303245747317977
"JKDPDCFA_00050",794.158259506647,-0.250408705720904,0.182354590300015,-1.37319661275828,0.169691232437197,0.356465474851292
"JKDPDCFA_00051",158.271172550459,-1.91193733039056,0.2783363163677,-6.86916229740127,6.45800015152292e-12,1.99639905918684e-10
"JKDPDCFA_00052",163.436789620608,0.387667535406102,0.276725572961722,1.40090968556681,0.161241082067675,0.34396912143115
"JKDPDCFA_00053",6637.34994809575,-0.0363913000426221,0.169794615938681,-0.214325406264733,0.830293306995345,0.908280664358386
"JKDPDCFA_00054",2142.76993313498,0.238063150050835,0.177162397560956,1.34375665111963,0.179027091400903,0.369566229899308
"JKDPDCFA_00055",9.57782361448273,-0.215002571978665,0.759168578464404,-0.283207943634282,0.777017439393369,0.879874617671341
"JKDPDCFA_00056",73.9161251265975,-0.450353429956949,0.333665300935824,-1.34971610381377,0.177107064756416,0.3668358990223
"JKDPDCFA_00057",217.888278013455,-0.0697997257832013,0.210352087991003,-0.331823308481667,0.74002268291648,0.862670762580478
"JKDPDCFA_00058",80.7015694548051,-0.349341208724285,0.332188784734487,-1.05163456678258,0.292967242206201,0.505575447611529
"JKDPDCFA_00059",9.2416197702373,0.232636512697729,0.80783868444705,0.287973969527052,0.773366664325829,0.879033194494723
"JKDPDCFA_00060",1431.49558815965,0.0829368794344269,0.177308569276232,0.467754490225557,0.639960169016546,0.8052564136771
"JKDPDCFA_00062",37.1124232736192,-0.465128054034339,0.404104932514041,-1.15100810856393,0.249728899702275,0.462173809944195
"JKDPDCFA_00063",41.2581976620868,-0.760460084269563,0.419837175343354,-1.81132145729506,0.0700911060812068,0.188530204068385
"JKDPDCFA_00064",35.5912442237263,-0.47657385561118,0.440386411251912,-1.08217202764362,0.279176095388082,0.492415496748062
"JKDPDCFA_00065",0.385034448742437,-1.1537257760537,3.4913720355811,-0.33045054044539,0.741059558466017,NA
"JKDPDCFA_00066",8.64092555663359,0.139675257034397,0.800267833191982,0.174535638246614,0.861444525297607,0.925775575684638
"JKDPDCFA_00067",0.0533351688413077,1.67050104932063,4.55995160889019,0.366341837063311,0.714110014688857,NA
"JKDPDCFA_00068",44.4845398533389,-0.219187920410423,0.468003478456977,-0.468346776252801,0.63953662281164,0.8052564136771
"JKDPDCFA_00069",7.18718232337367,0.138484891509433,0.871726625247919,0.158862752953139,0.873777006795374,0.934292922444774
"JKDPDCFA_00070",33.3589757251502,-1.36956465391765,0.523138887610728,-2.61797523822537,0.00884532234963572,0.0387798796583533
"JKDPDCFA_00071",42.914080255936,0.193281730186284,0.445370726057299,0.433979421811881,0.664303384408815,0.817403279881903
"JKDPDCFA_00072",0.278364111059822,-0.68494346817972,4.04894454770659,-0.169165929567419,0.86566612778717,NA
"JKDPDCFA_00073",23.5549630212534,-0.29176641314787,0.549313219266428,-0.531147627463809,0.595316482106139,0.773973245687317
"JKDPDCFA_00074",416.46854117309,-0.871200574639072,0.249586851247268,-3.49057079844308,0.000481989887651615,0.00340932960078995
"JKDPDCFA_00075",372.575302869689,0.229776367178058,0.205630536983021,1.11742336789711,0.263813348322316,0.475928403601641
"JKDPDCFA_00076",223.170268289838,0.483878513828149,0.231993481536266,2.08574185198608,0.037002013165649,0.114954145120081
"JKDPDCFA_00077",136.691503161267,-0.416821144239216,0.266933088032298,-1.56151920809751,0.118401295374425,0.277239717763613
"JKDPDCFA_00078",1273.34161669144,0.0533120205667545,0.191853850199588,0.277878293874704,0.781105786921605,0.881825469094545
"JKDPDCFA_00079",1766.54015597737,0.398192094575199,0.18855617180681,2.11179560318596,0.0347039845924529,0.109444304054788
"JKDPDCFA_00080",1316.36537456795,0.0338404482541256,0.175239618187474,0.193109575358254,0.846873153752273,0.916832833118018
"JKDPDCFA_00081",25.2317611454688,-0.443135500113989,0.487432347865292,-0.909122059819582,0.363285699381007,0.580145019929873
